Item,ItemDescription,MGBC,SSCC,LocalReferenceNumber,LocalPalletID,BBD,PalletizationDateAndTime,CoPackingConversionDateAndTime,Location,TransactionDateAndTime,TransactionType,TransactionQuantity,TransactionUOM,StockType,OnHandQuantitybyStockType,ShipTo,CNN,ParentSSCC,ConsumedQuantity,MachineLine
NR260,Bulk: BOUNTY miniatures bulk 10 kg,906G2NLD12,387199001527850852,59289,LE00498605,2020-02-23,,,NL08,04/04/2019 20:57,Used for production,-34,,Used for production,,,,,,2.01 TWRAP1
NR292,Bulk: MALTESERS Crunchy bulk 10kg,904A1VSN04,340111000024628879,59289,LE00497084,2020-01-19,,,NL08,04/04/2019 21:02,Used for production,-23,,Used for production,,,,,,2.01 TWRAP1
VK329,Bulk: Twix miniatures bulk 10 kg,911D1NLD07,387199001528172717,59289,LE00498140,2019-10-13,,,NL08,04/04/2019 21:07,Used for production,-63,,Used for production,,,,,,2.01 TWRAP1
NR816,Bulk: DOVE chunk bulk 10kg,903B1VSN04,340111000024607171,59289,LE00508832,2020-01-12,,,NL08,04/04/2019 21:07,Used for production,-63,,Used for production,,,,,,2.01 TWRAP1
NR811,Bulk: DOVE caramel bulk 10 kg,902G3VSN04,340111000024604286,59289,LE00508921,2020-01-05,,,NL08,04/04/2019 21:08,Used for production,-63,,Used for production,,,,,,2.01 TWRAP1
BB47D,Bulk:MW CR miniatures wafer,907D3BBN03,390111002005761808,59289,LE00508912,2020-02-09,,,NL08,04/04/2019 21:16,Used for production,-63,,Used for production,,,,,,2.01 TWRAP1
BF57S,Celebrations Sharing bag,914D91HC01,387199003513636297,59289,2272558,2020-03-29,,,NL08,04/04/2019 22:50,Goods Receipt Finished Goods,88,,Free,,,,,,2.01 TWRAP1
NR292,Bulk: MALTESERS Crunchy bulk 10kg,,,59289,,,,,NL08,05/04/2019 06:45,Waste for Production order,-2.5976,,Free,,,,,,2.01 TWRAP1
NR260,Bulk: BOUNTY miniatures bulk 10 kg,,,59289,,,,,NL08,05/04/2019 06:45,Waste for Production order,3.4187,,Free,,,,,,2.01 TWRAP1
NR816,Bulk: DOVE chunk bulk 10kg,,,59289,,,,,NL08,05/04/2019 06:45,Waste for Production order,-10.5404,,Free,,,,,,2.01 TWRAP1
NR371,Bulk: MARS miniatures bulk 10 kg,,,59289,,,,,NL08,05/04/2019 06:45,Waste for Production order,-4.28,,Free,,,,,,2.01 TWRAP1
NR278,Bulk: SNICKERS miniatures bulk 10kg,,,59289,,,,,NL08,05/04/2019 06:45,Waste for Production order,-5.5813,,Free,,,,,,2.01 TWRAP1
NR811,Bulk: DOVE caramel bulk 10 kg,,,59289,,,,,NL08,05/04/2019 06:45,Waste for Production order,-10.5404,,Free,,,,,,2.01 TWRAP1
BB47D,Bulk:MW CR miniatures wafer,,,59289,,,,,NL08,05/04/2019 06:45,Waste for Production order,-10.8111,,Free,,,,,,2.01 TWRAP1
VK329,Bulk: Twix miniatures bulk 10 kg,,,59289,,,,,NL08,05/04/2019 06:45,Waste for Production order,-11.71,,Free,,,,,,2.01 TWRAP1
BF57S,Celebrations Sharing bag,914D91HC01,387199003513636303,59289,2272559,2020-03-29,,,NL08,05/04/2019 07:41,Goods Receipt Finished Goods,88,,Free,,,,,,2.01 TWRAP1
BF57S,Celebrations Sharing bag,914E91HC01,387199003513636310,59289,2272560,2020-03-29,,,NL08,05/04/2019 07:42,Goods Receipt Finished Goods,88,,Free,,,,,,2.01 TWRAP1
BF57S,Celebrations Sharing bag,914E91HC01,387199003513636327,59289,2272561,2020-03-29,,,NL08,05/04/2019 08:47,Goods Receipt Finished Goods,88,,Free,,,,,,2.01 TWRAP1
BF57S,Celebrations Sharing bag,914E91HC01,387199003513636334,59289,2272562,2020-03-29,,,NL08,05/04/2019 08:50,Goods Receipt Finished Goods,88,,Free,,,,,,2.01 TWRAP1
BF57S,Celebrations Sharing bag,914E91HC01,387199003513636341,59289,2272563,2020-03-29,,,NL08,05/04/2019 10:01,Goods Receipt Finished Goods,88,,Free,,,,,,2.01 TWRAP1
BF57S,Celebrations Sharing bag,914E91HC01,387199003513636358,59289,2272564,2020-03-29,,,NL08,05/04/2019 10:02,Goods Receipt Finished Goods,88,,Free,,,,,,2.01 TWRAP1
BF57S,Celebrations Sharing bag,914E91HC01,387199003513636365,59289,2272565,2020-03-29,,,NL08,05/04/2019 10:02,Goods Receipt Finished Goods,88,,Free,,,,,,2.01 TWRAP1
BF57S,Celebrations Sharing bag,914E91HC01,387199003513636372,59289,2272566,2020-03-29,,,NL08,05/04/2019 13:17,Goods Receipt Finished Goods,88,,Free,,,,,,2.01 TWRAP1
BF57S,Celebrations Sharing bag,914E91HC01,387199003513636389,59289,2272567,2020-03-29,,,NL08,05/04/2019 13:18,Goods Receipt Finished Goods,88,,Free,,,,,,2.01 TWRAP1
NR260,Bulk: BOUNTY miniatures bulk 10 kg,906G2NLD12,387199001527850852,59289,LE00498605,2020-02-23,,,NL08,05/04/2019 13:38,Line Clearance,2,,Free,,,,,,2.01 TWRAP1
NR811,Bulk: DOVE caramel bulk 10 kg,902G3VSN04,340111000024604286,59289,LE00508921,2020-01-05,,,NL08,05/04/2019 13:38,Line Clearance,40,,Free,,,,,,2.01 TWRAP1
NR371,Bulk: MARS miniatures bulk 10 kg,906A1NLD06,387199001527776510,59289,LE00498844,2020-02-23,,,NL08,05/04/2019 13:39,Line Clearance,4,,Free,,,,,,2.01 TWRAP1
NR292,Bulk: MALTESERS Crunchy bulk 10kg,904A1VSN04,340111000024628879,59289,LE00497084,2020-01-19,,,NL08,05/04/2019 13:39,Line Clearance,3,,Free,,,,,,2.01 TWRAP1
NR816,Bulk: DOVE chunk bulk 10kg,903B1VSN04,340111000024607171,59289,LE00508832,2020-01-12,,,NL08,05/04/2019 13:39,Line Clearance,43,,Free,,,,,,2.01 TWRAP1
NR278,Bulk: SNICKERS miniatures bulk 10kg,911D3NLD06,387199001528179990,59289,LE00498648,2020-03-08,,,NL08,05/04/2019 13:40,Line Clearance,1,,Free,,,,,,2.01 TWRAP1
BB47D,Bulk:MW CR miniatures wafer,907D3BBN03,390111002005761808,59289,LE00508912,2020-02-09,,,NL08,05/04/2019 13:41,Line Clearance,27,,Free,,,,,,2.01 TWRAP1
VK329,Bulk: Twix miniatures bulk 10 kg,911D1NLD07,387199001528172717,59289,LE00498140,2019-10-13,,,NL08,05/04/2019 13:41,Line Clearance,22,,Free,,,,,,2.01 TWRAP1
BF57S,Celebrations Sharing bag,914E91HC01,387199003513661930,59289,2281714,2020-03-29,,,NL08,05/04/2019 13:48,Goods Receipt Finished Goods,88,,Free,,,,,,2.01 TWRAP1
BF57S,Celebrations Sharing bag,914E91HC01,387199003513661923,59289,2281713,2020-03-29,,,NL08,05/04/2019 13:56,Goods Receipt Finished Goods,88,,Free,,,,,,2.01 TWRAP1
NR292,Bulk: MALTESERS Crunchy bulk 10kg,,,59289,,,,,NL08,08/04/2019 08:13,Waste for Production order,0.3384,,Free,,,,,,2.01 TWRAP1
NR260,Bulk: BOUNTY miniatures bulk 10 kg,,,59289,,,,,NL08,08/04/2019 08:13,Waste for Production order,-2.7883,,Free,,,,,,2.01 TWRAP1
NR816,Bulk: DOVE chunk bulk 10kg,,,59289,,,,,NL08,08/04/2019 08:13,Waste for Production order,8.7036,,Free,,,,,,2.01 TWRAP1
NR371,Bulk: MARS miniatures bulk 10 kg,,,59289,,,,,NL08,08/04/2019 08:13,Waste for Production order,-1.48,,Free,,,,,,2.01 TWRAP1
NR278,Bulk: SNICKERS miniatures bulk 10kg,,,59289,,,,,NL08,08/04/2019 08:13,Waste for Production order,-0.7883,,Free,,,,,,2.01 TWRAP1
NR811,Bulk: DOVE caramel bulk 10 kg,,,59289,,,,,NL08,08/04/2019 08:13,Waste for Production order,5.7036,,Free,,,,,,2.01 TWRAP1
BB47D,Bulk:MW CR miniatures wafer,,,59289,,,,,NL08,08/04/2019 08:13,Waste for Production order,-1.6401,,Free,,,,,,2.01 TWRAP1
VK329,Bulk: Twix miniatures bulk 10 kg,,,59289,,,,,NL08,08/04/2019 08:13,Waste for Production order,2.39,,Free,,,,,,2.01 TWRAP1
VK329,Bulk: Twix miniatures bulk 10 kg,911D1NLD07,387199001528173271,59290,LE00498151,2019-10-13,,,NL08,02/04/2019 14:07,Used for production,-30,,Used for production,,,,,,2.04 CELTIN
NR278,Bulk: SNICKERS miniatures bulk 10kg,911D3NLD06,387199001528180965,59290,LE00498519,2020-03-08,,,NL08,02/04/2019 14:07,Used for production,-14,,Used for production,,,,,,2.04 CELTIN
NR371,Bulk: MARS miniatures bulk 10 kg,905G3NLD06,387199001527770068,59290,LE00498449,2020-02-16,,,NL08,02/04/2019 14:08,Used for production,-8,,Used for production,,,,,,2.04 CELTIN
NR260,Bulk: BOUNTY miniatures bulk 10 kg,906C1NLD12,387199001527795665,59290,LE00498059,2020-02-23,,,NL08,02/04/2019 14:08,Used for production,-41,,Used for production,,,,,,2.04 CELTIN
NR811,Bulk: DOVE caramel bulk 10 kg,902G2VSN04,340111000024602824,59290,LE00560446,2020-01-05,,,NL08,02/04/2019 14:11,Used for production,-8,,Used for production,,,,,,2.04 CELTIN
BB47D,Bulk:MW CR miniatures wafer,907D1BBN03,390111002005761228,59290,LE00560444,2020-02-09,,,NL08,02/04/2019 14:11,Used for production,-24,,Used for production,,,,,,2.04 CELTIN
NR292,Bulk: MALTESERS Crunchy bulk 10kg,904A2VSN04,340111000024629333,59290,LE00560448,2020-01-19,,,NL08,02/04/2019 14:11,Used for production,-47,,Used for production,,,,,,2.04 CELTIN
NR816,Bulk: DOVE chunk bulk 10kg,903B1VSN04,340111000024607300,59290,LE00560447,2020-01-12,,,NL08,02/04/2019 14:11,Used for production,-10,,Used for production,,,,,,2.04 CELTIN
NR811,Bulk: DOVE caramel bulk 10 kg,902G3VSN04,340111000024604736,59290,LE00508915,2020-01-05,,,NL08,02/04/2019 14:21,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
NR816,Bulk: DOVE chunk bulk 10kg,903B1VSN04,340111000024607409,59290,LE00508826,2020-01-12,,,NL08,02/04/2019 14:22,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914C91HC04,387199003513636396,59290,2272568,2020-03-29,,,NL08,03/04/2019 06:56,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
NR371,Bulk: MARS miniatures bulk 10 kg,904C1NLD06,387199001527646226,59290,LE00497963,2020-02-09,,,NL08,03/04/2019 07:07,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914C91HC04,387199003513636402,59290,2272569,2020-03-29,,,NL08,03/04/2019 07:31,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
NR278,Bulk: SNICKERS miniatures bulk 10kg,911D3NLD06,387199001528180408,59290,LE00498643,2020-03-08,,,NL08,03/04/2019 07:37,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
BB47D,Bulk:MW CR miniatures wafer,907D2BBN03,390111002005761624,59290,LE00508917,2020-02-09,,,NL08,03/04/2019 08:23,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914C91HC04,387199003513636419,59290,2272570,2020-03-29,,,NL08,03/04/2019 08:31,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914C91HC04,387199003513636426,59290,2272571,2020-03-29,,,NL08,03/04/2019 09:08,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
VK329,Bulk: Twix miniatures bulk 10 kg,912A3NLD07,387199001528227912,59290,LE00498417,2019-10-20,,,NL08,03/04/2019 09:25,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914C91HC04,387199003513636433,59290,2272572,2020-03-29,,,NL08,03/04/2019 09:47,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914C91HC04,387199003513636440,59290,2272573,2020-03-29,,,NL08,03/04/2019 10:58,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914C91HC04,387199003513636457,59290,2272574,2020-03-29,,,NL08,03/04/2019 12:03,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914C91HC04,387199003513636464,59290,2272575,2020-03-29,,,NL08,03/04/2019 12:25,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914C91HC04,387199003513636471,59290,2272576,2020-03-29,,,NL08,03/04/2019 13:32,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
NR260,Bulk: BOUNTY miniatures bulk 10 kg,906G2NLD12,387199001527849733,59290,LE00498578,2020-02-23,,,NL08,03/04/2019 14:02,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914C91HC04,387199003513636488,59290,2272577,2020-03-29,,,NL08,03/04/2019 14:07,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
NR371,Bulk: MARS miniatures bulk 10 kg,905G3NLD06,387199001527770938,59290,LE00498577,2020-02-16,,,NL08,03/04/2019 14:32,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914C91HC04,387199003513636495,59290,2272578,2020-03-29,,,NL08,04/04/2019 06:13,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914D91HC04,387199003513636501,59290,2272579,2020-03-29,,,NL08,04/04/2019 06:50,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
NR278,Bulk: SNICKERS miniatures bulk 10kg,911E1NLD06,387199001528184826,59290,LE00498822,2020-03-08,,,NL08,04/04/2019 07:08,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914D91HC04,387199003513636518,59290,2272580,2020-03-29,,,NL08,04/04/2019 07:25,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914D91HC04,387199003513636525,59290,2272581,2020-03-29,,,NL08,04/04/2019 08:30,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914D91HC04,387199003513636532,59290,2272582,2020-03-29,,,NL08,04/04/2019 09:22,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914D91HC04,387199003513636549,59290,2272583,2020-03-29,,,NL08,04/04/2019 10:01,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
VK329,Bulk: Twix miniatures bulk 10 kg,911D1NLD07,387199001528171918,59290,LE00498148,2019-10-13,,,NL08,04/04/2019 10:55,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
BB47D,Bulk:MW CR miniatures wafer,907D2BBN03,390111002005761433,59290,LE00508913,2020-02-09,,,NL08,04/04/2019 11:14,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914D91HC04,387199003513636556,59290,2272584,2020-03-29,,,NL08,04/04/2019 11:19,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
NR811,Bulk: DOVE caramel bulk 10 kg,902G3VSN04,340111000024604613,59290,LE00508920,2020-01-05,,,NL08,04/04/2019 11:40,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914D91HC04,387199003513636563,59290,2272585,2020-03-29,,,NL08,04/04/2019 11:53,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
NR292,Bulk: MALTESERS Crunchy bulk 10kg,903F2VSN04,340111000024622747,59290,LE00507318,2020-01-12,,,NL08,04/04/2019 12:12,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914D91HC04,387199003513636570,59290,2272586,2020-03-29,,,NL08,04/04/2019 12:31,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
NR371,Bulk: MARS miniatures bulk 10 kg,906A1NLD06,387199001527774417,59290,LE00498848,2020-02-23,,,NL08,04/04/2019 13:05,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914D91HC04,387199003513636587,59290,2272587,2020-03-29,,,NL08,04/04/2019 13:36,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914D91HC04,387199003513636594,59290,2272588,2020-03-29,,,NL08,04/04/2019 14:15,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
NR292,Bulk: MALTESERS Crunchy bulk 10kg,,,59290,,,,,NL08,05/04/2019 06:47,Waste for Production order,-10.7696,,Free,,,,,,2.04 CELTIN
NR260,Bulk: BOUNTY miniatures bulk 10 kg,,,59290,,,,,NL08,05/04/2019 06:47,Waste for Production order,-2.7872,,Free,,,,,,2.04 CELTIN
NR816,Bulk: DOVE chunk bulk 10kg,,,59290,,,,,NL08,05/04/2019 06:47,Waste for Production order,-10.7024,,Free,,,,,,2.04 CELTIN
NR371,Bulk: MARS miniatures bulk 10 kg,,,59290,,,,,NL08,05/04/2019 06:47,Waste for Production order,-0.832,,Free,,,,,,2.04 CELTIN
NR811,Bulk: DOVE caramel bulk 10 kg,,,59290,,,,,NL08,05/04/2019 06:47,Waste for Production order,-10.2336,,Free,,,,,,2.04 CELTIN
NR278,Bulk: SNICKERS miniatures bulk 10kg,,,59290,,,,,NL08,05/04/2019 06:47,Waste for Production order,-0.2128,,Free,,,,,,2.04 CELTIN
BB47D,Bulk:MW CR miniatures wafer,,,59290,,,,,NL08,05/04/2019 06:47,Waste for Production order,-10.056,,Free,,,,,,2.04 CELTIN
VK329,Bulk: Twix miniatures bulk 10 kg,,,59290,,,,,NL08,05/04/2019 06:47,Waste for Production order,-5.536,,Free,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914E91HC04,387199003513636617,59290,2272590,2020-03-29,,,NL08,05/04/2019 07:35,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914D91HC04,387199003513636600,59290,2272589,2020-03-29,,,NL08,05/04/2019 07:43,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914E91HC04,387199003513636624,59290,2272591,2020-03-29,,,NL08,05/04/2019 08:50,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914E91HC04,387199003513636631,59290,2272592,2020-03-29,,,NL08,05/04/2019 10:02,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914E91HC04,387199003513636747,59290,2272603,2020-03-29,,,NL08,05/04/2019 10:10,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
NR260,Bulk: BOUNTY miniatures bulk 10 kg,906G3NLD12,387199001527855406,59290,LE00498818,2020-02-23,,,NL08,05/04/2019 12:05,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
NR816,Bulk: DOVE chunk bulk 10kg,904E2VSN04,340111000024632555,59290,LE00499014,2020-01-19,,,NL08,05/04/2019 12:06,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
NR278,Bulk: SNICKERS miniatures bulk 10kg,911E3NLD06,387199001528190933,59290,LE00498814,2020-03-08,,,NL08,05/04/2019 12:06,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914E91HC04,387199003513636754,59290,2272604,2020-03-29,,,NL08,05/04/2019 13:17,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
VK329,Bulk: Twix miniatures bulk 10 kg,912B3NLD07,387199001528238222,59290,LE00499156,2019-10-20,,,NL08,05/04/2019 13:36,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914E91HC04,387199003513636648,59290,2272593,2020-03-29,,,NL08,05/04/2019 13:48,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
NR371,Bulk: MARS miniatures bulk 10 kg,906A1NLD06,387199001527774349,59290,LE00498843,2020-02-23,,,NL08,05/04/2019 13:57,Used for production,-63,,Used for production,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914E91HC04,387199003513636655,59290,2272594,2020-03-29,,,NL08,05/04/2019 14:13,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
BF56S,Celebrations Tin,914E91HC04,387199003513636662,59290,2272595,2020-03-29,,,NL08,05/04/2019 14:48,Goods Receipt Finished Goods,54,,Free,,,,,,2.04 CELTIN
NR371,Bulk: MARS miniatures bulk 10 kg,905G3NLD06,387199001527771874,59295,LE00498590,2020-02-16,,,NL08,04/04/2019 10:00,Used for production,-4,,Used for production,,,,,,2.01 TWRAP1
NR376,Bulk: MILKY WAY miniatures bulk 8kg,909D3NLD06,387199001528057762,59295,LE00498754,2020-03-15,,,NL08,04/04/2019 10:00,Used for production,-48,,Used for production,,,,,,2.01 TWRAP1
NR278,Bulk: SNICKERS miniatures bulk 10kg,911D3NLD06,387199001528179211,59295,LE00498646,2020-03-08,,,NL08,04/04/2019 10:01,Used for production,-30,,Used for production,,,,,,2.01 TWRAP1
NR260,Bulk: BOUNTY miniatures bulk 10 kg,906G3NLD12,387199001527851156,59295,LE00498599,2020-02-23,,,NL08,04/04/2019 10:01,Used for production,-48,,Used for production,,,,,,2.01 TWRAP1
NR292,Bulk: MALTESERS Crunchy bulk 10kg,904A1VSN04,340111000024628879,59295,LE00497084,2020-01-19,,,NL08,04/04/2019 10:02,Used for production,-63,,Used for production,,,,,,2.01 TWRAP1
NR806,Bulk: GALAXY caramel bulk 10 kg,847B3VSN04,340111000024463135,59295,LE00557331,2019-11-17,,,NL08,04/04/2019 10:03,Used for production,-27,,Used for production,,,,,,2.01 TWRAP1
NR809,Bulk: GALAXY Chunk bulk 10 kg,848A3VSN04,340111000024482310,59295,LE00557335,2019-11-24,,,NL08,04/04/2019 10:03,Used for production,-54,,Used for production,,,,,,2.01 TWRAP1
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513638406,59295,2272769,2020-03-29,,,NL08,04/04/2019 12:18,Goods Receipt Finished Goods,96,,Free,,,,,,2.01 TWRAP1
NR371,Bulk: MARS miniatures bulk 10 kg,906A1NLD06,387199001527777425,59295,LE00498591,2020-02-23,,,NL08,04/04/2019 12:25,Used for production,-63,,Used for production,,,,,,2.01 TWRAP1
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513638413,59295,2272770,2020-03-29,,,NL08,04/04/2019 12:34,Goods Receipt Finished Goods,96,,Free,,,,,,2.01 TWRAP1
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513638420,59295,2272771,2020-03-29,,,NL08,04/04/2019 13:58,Goods Receipt Finished Goods,96,,Free,,,,,,2.01 TWRAP1
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513638437,59295,2272772,2020-03-29,,,NL08,04/04/2019 14:39,Goods Receipt Finished Goods,96,,Free,,,,,,2.01 TWRAP1
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513638444,59295,2272773,2020-03-29,,,NL08,04/04/2019 15:07,Goods Receipt Finished Goods,96,,Free,,,,,,2.01 TWRAP1
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513638451,59295,2272774,2020-03-29,,,NL08,04/04/2019 15:38,Goods Receipt Finished Goods,96,,Free,,,,,,2.01 TWRAP1
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513638468,59295,2272775,2020-03-29,,,NL08,04/04/2019 16:00,Goods Receipt Finished Goods,96,,Free,,,,,,2.01 TWRAP1
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513661862,59295,2281707,2020-03-29,,,NL08,04/04/2019 16:27,Goods Receipt Finished Goods,96,,Free,,,,,,2.01 TWRAP1
NR278,Bulk: SNICKERS miniatures bulk 10kg,911D3NLD06,387199001528179990,59295,LE00498648,2020-03-08,,,NL08,04/04/2019 16:46,Used for production,-63,,Used for production,,,,,,2.01 TWRAP1
NR260,Bulk: BOUNTY miniatures bulk 10 kg,906G2NLD12,387199001527850852,59295,LE00498605,2020-02-23,,,NL08,04/04/2019 16:52,Used for production,-63,,Used for production,,,,,,2.01 TWRAP1
YK568,Celebrations Sharing Bag (UK mix) ,914D91HC01,387199003513661879,59295,2281708,2020-03-29,,,NL08,04/04/2019 17:35,Goods Receipt Finished Goods,96,,Free,,,,,,2.01 TWRAP1
